job_id,company_id,posted_at,title,role_family,level,location_type,employment_type,salary_low,salary_high,status
521,78,2024-06-16 02:22:21,Customer Success Manager,customer_success,mid,hybrid,full_time,86000,101000,open
522,5,2024-06-16 14:25:58,Data Analyst,data,mid,remote,full_time,133000,161000,filled
523,233,2024-06-17 01:27:29,Data Analyst,data,mid,onsite,full_time,130000,154000,open
524,157,2024-06-17 15:10:24,Senior Frontend Engineer,engineering,mid,remote,full_time,127000,147000,open
525,252,2024-06-19 02:39:10,Product Manager,product,lead,hybrid,full_time,181000,208000,open
526,181,2024-06-19 04:03:31,Revenue Operations Manager,operations,mid,remote,full_time,91000,111000,filled
527,306,2024-06-19 18:23:20,Senior Backend Engineer,engineering,lead,remote,full_time,188000,231000,filled
528,251,2024-06-19 18:48:07,Accounting Manager,operations,mid,remote,full_time,89000,115000,open
529,48,2024-06-20 07:32:12,Enterprise Account Executive,operations,mid,hybrid,full_time,88000,104000,paused
530,38,2024-06-20 07:51:21,Compliance Analyst,data,senior,hybrid,full_time,167000,196000,filled
531,285,2024-06-20 08:21:06,Solutions Architect,operations,mid,onsite,full_time,94000,115000,open
532,87,2024-06-21 00:14:56,Procurement Analyst,data,mid,hybrid,full_time,131000,164000,closed
533,245,2024-06-21 05:47:00,Supply Chain Coordinator,operations,senior,onsite,full_time,109000,136000,open
534,202,2024-06-21 17:10:10,Senior Accountant,operations,mid,remote,full_time,88000,109000,filled
535,225,2024-06-22 02:52:40,Pricing Analyst,data,mid,onsite,full_time,131000,151000,filled
536,86,2024-06-22 04:39:27,Implementation Consultant,operations,senior,hybrid,full_time,117000,141000,filled
537,101,2024-06-22 06:00:39,Technical Support Engineer,engineering,mid,hybrid,full_time,128000,155000,filled
538,178,2024-06-22 11:40:05,Solutions Architect,operations,senior,onsite,full_time,109000,136000,closed
539,8,2024-06-22 15:22:44,Product Manager,product,mid,hybrid,full_time,116000,143000,paused
540,100,2024-06-22 20:42:29,Business Intelligence Analyst,data,lead,onsite,full_time,194000,234000,filled
541,163,2024-06-23 11:40:14,People Operations Partner,operations,senior,hybrid,full_time,105000,130000,filled
542,66,2024-06-23 21:15:10,Business Systems Administrator,operations,lead,remote,full_time,132000,166000,closed
543,92,2024-06-23 21:51:20,Business Intelligence Analyst,data,senior,hybrid,full_time,169000,199000,open
544,315,2024-06-24 08:12:20,Pricing Analyst,data,mid,hybrid,contract,134000,150000,open
545,93,2024-06-24 15:07:04,Business Systems Administrator,operations,senior,onsite,full_time,107000,132000,open
546,289,2024-06-24 18:07:30,Operations Excellence Lead,operations,mid,onsite,full_time,91000,115000,filled
547,297,2024-06-25 07:15:04,FP&A Analyst,data,senior,remote,full_time,168000,195000,filled
548,216,2024-06-25 08:17:49,Growth Product Manager,product,senior,remote,full_time,142000,175000,paused
549,49,2024-06-25 09:18:30,Technical Program Manager,operations,mid,remote,full_time,90000,110000,open
550,66,2024-06-26 13:20:19,Growth Product Manager,product,lead,hybrid,full_time,176000,220000,open
551,299,2024-06-26 22:06:34,Demand Generation Manager,operations,junior,remote,full_time,67000,80000,open
552,1,2024-06-27 10:01:09,Compliance Analyst,data,senior,hybrid,full_time,157000,208000,paused
553,162,2024-06-27 13:09:46,QA Automation Engineer,engineering,senior,hybrid,contract,150000,179000,filled
554,191,2024-06-28 15:25:57,Customer Success Manager,customer_success,junior,onsite,contract,61000,78000,filled
555,269,2024-06-28 16:28:37,Clinical Operations Analyst,operations,senior,remote,full_time,105000,142000,filled
556,287,2024-06-29 09:33:51,Product Manager,product,senior,hybrid,full_time,144000,177000,filled
557,91,2024-06-29 18:48:59,Customer Education Specialist,operations,junior,remote,full_time,66000,79000,open
558,161,2024-06-29 20:52:54,Business Intelligence Analyst,data,senior,onsite,contract,157000,191000,open
559,203,2024-06-29 21:04:28,Technical Support Engineer,engineering,mid,remote,full_time,125000,151000,closed
560,309,2024-06-30 09:06:49,Security Engineer,engineering,senior,remote,full_time,164000,181000,open
561,179,2024-06-30 22:24:22,Healthcare Account Manager,operations,junior,remote,contract,64000,73000,filled
562,39,2024-06-30 23:19:05,FP&A Analyst,data,lead,onsite,full_time,195000,253000,closed
563,296,2024-07-01 00:12:02,Solutions Consultant,operations,lead,remote,full_time,133000,155000,filled
564,164,2024-07-02 21:00:15,Implementation Engineer,engineering,mid,hybrid,contract,121000,154000,filled
565,58,2024-07-03 13:13:46,Lifecycle Marketing Manager,operations,mid,hybrid,full_time,86000,105000,filled
566,61,2024-07-03 13:44:43,Technical Program Manager,operations,senior,onsite,full_time,113000,132000,paused
567,66,2024-07-03 20:17:10,Clinical Operations Analyst,operations,senior,remote,part_time,109000,132000,closed
568,231,2024-07-04 07:42:14,Cloud Infrastructure Engineer,engineering,mid,remote,full_time,123000,149000,filled
569,304,2024-07-04 18:12:35,Payroll Specialist,operations,mid,hybrid,full_time,85000,110000,open
570,142,2024-07-04 19:59:04,Machine Learning Engineer,engineering,junior,remote,full_time,94000,117000,filled
571,32,2024-07-04 22:19:09,Enterprise Account Executive,operations,lead,hybrid,full_time,125000,159000,filled
572,285,2024-07-05 17:36:15,Solutions Architect,operations,mid,remote,full_time,92000,115000,open
573,204,2024-07-06 07:22:13,Implementation Project Manager,operations,lead,hybrid,full_time,130000,164000,open
574,183,2024-07-06 07:50:00,Senior Product Designer,product,mid,remote,full_time,119000,145000,filled
575,20,2024-07-06 09:48:47,FP&A Analyst,data,lead,hybrid,full_time,190000,229000,filled
576,311,2024-07-07 06:26:05,Implementation Engineer,engineering,junior,remote,full_time,87000,103000,filled
577,25,2024-07-07 13:45:55,Content Marketing Manager,operations,junior,hybrid,full_time,64000,82000,closed
578,196,2024-07-07 18:28:34,QA Automation Engineer,engineering,lead,remote,full_time,190000,228000,filled
579,192,2024-07-08 11:08:49,Payroll Specialist,operations,lead,onsite,full_time,128000,158000,filled
580,165,2024-07-08 16:02:01,Lifecycle Marketing Manager,operations,mid,hybrid,full_time,89000,113000,open
581,177,2024-07-09 18:25:32,Lifecycle Marketing Manager,operations,mid,remote,full_time,89000,106000,filled
582,128,2024-07-10 03:00:41,Business Intelligence Analyst,data,mid,remote,full_time,128000,166000,filled
583,184,2024-07-10 03:43:48,Implementation Engineer,engineering,mid,remote,contract,126000,149000,filled
584,117,2024-07-10 10:15:51,Content Marketing Manager,operations,mid,remote,full_time,86000,114000,closed
585,152,2024-07-10 23:51:23,Clinical Recruiter,operations,lead,remote,part_time,132000,155000,closed
586,217,2024-07-11 01:42:41,Clinical Operations Analyst,operations,mid,onsite,full_time,85000,103000,paused
587,238,2024-07-11 13:11:48,Implementation Consultant,operations,senior,hybrid,full_time,110000,138000,filled
588,50,2024-07-11 13:38:18,Risk Operations Analyst,operations,junior,remote,full_time,63000,74000,open
589,318,2024-07-11 14:08:43,Staff Data Engineer,engineering,junior,hybrid,full_time,90000,116000,filled
590,31,2024-07-11 17:03:39,Business Systems Administrator,operations,senior,remote,contract,110000,137000,open
591,89,2024-07-11 22:12:26,Revenue Operations Manager,operations,mid,onsite,full_time,93000,104000,filled
592,111,2024-07-11 22:53:52,Warehouse Systems Analyst,data,senior,remote,full_time,163000,191000,open
593,104,2024-07-12 08:12:54,Technical Program Manager,operations,junior,hybrid,full_time,66000,82000,closed
594,113,2024-07-12 12:09:26,Customer Education Specialist,operations,lead,onsite,full_time,128000,163000,paused
595,104,2024-07-12 16:23:40,Clinical Operations Analyst,operations,senior,remote,full_time,109000,141000,open
596,140,2024-07-12 19:23:40,Implementation Consultant,operations,lead,remote,contract,126000,152000,filled
597,245,2024-07-13 10:59:45,Technical Support Engineer,engineering,mid,remote,full_time,124000,161000,filled
598,265,2024-07-13 16:12:03,Operations Excellence Lead,operations,mid,onsite,full_time,91000,109000,open
599,112,2024-07-13 22:26:06,Senior DevOps Engineer,engineering,mid,hybrid,full_time,130000,156000,paused
600,83,2024-07-14 08:57:05,FP&A Analyst,data,senior,hybrid,full_time,165000,195000,filled
601,217,2024-07-14 09:07:13,Talent Acquisition Specialist,operations,mid,onsite,full_time,91000,102000,filled
602,20,2024-07-14 12:22:06,Senior Frontend Engineer,engineering,junior,onsite,full_time,87000,117000,filled
603,143,2024-07-14 20:44:48,Machine Learning Engineer,engineering,mid,hybrid,full_time,119000,163000,open
604,71,2024-07-15 15:08:12,Implementation Engineer,engineering,mid,hybrid,full_time,130000,150000,open
605,195,2024-07-15 18:14:35,Technical Program Manager,operations,mid,hybrid,full_time,86000,115000,closed
606,26,2024-07-15 23:47:56,Machine Learning Engineer,engineering,mid,remote,full_time,120000,146000,filled
607,266,2024-07-16 13:13:47,Procurement Analyst,data,mid,onsite,full_time,138000,153000,open
608,87,2024-07-17 02:40:00,Clinical Operations Analyst,operations,senior,remote,full_time,116000,126000,closed
609,165,2024-07-17 16:48:41,Customer Success Manager,customer_success,mid,remote,full_time,86000,101000,filled
610,184,2024-07-17 22:31:48,Implementation Project Manager,operations,mid,onsite,full_time,88000,102000,open
611,153,2024-07-18 03:00:46,Logistics Operations Manager,operations,senior,remote,full_time,115000,132000,filled
612,144,2024-07-18 03:21:51,Solutions Architect,operations,senior,remote,full_time,107000,128000,closed
613,86,2024-07-18 21:34:42,Pricing Analyst,data,mid,remote,full_time,131000,165000,open
614,248,2024-07-19 08:38:47,Senior DevOps Engineer,engineering,senior,hybrid,contract,153000,198000,open
615,166,2024-07-19 17:33:39,Product Manager,product,lead,onsite,contract,182000,216000,open
616,70,2024-07-20 05:26:08,Implementation Engineer,engineering,senior,remote,full_time,163000,181000,filled
617,84,2024-07-20 11:23:26,Mobile Engineer,engineering,lead,remote,full_time,189000,234000,open
618,141,2024-07-20 14:22:21,Pricing Analyst,data,senior,hybrid,full_time,157000,192000,filled
619,270,2024-07-20 15:13:02,Risk Operations Analyst,operations,junior,onsite,full_time,64000,81000,filled
620,308,2024-07-20 18:44:41,Sales Development Representative,sales,mid,remote,full_time,99000,125000,open
621,125,2024-07-21 04:00:56,Cloud Infrastructure Engineer,engineering,senior,onsite,full_time,162000,186000,filled
622,127,2024-07-21 08:15:16,Cloud Infrastructure Engineer,engineering,lead,onsite,full_time,178000,213000,paused
623,42,2024-07-22 08:16:20,Senior DevOps Engineer,engineering,mid,remote,full_time,119000,159000,open
624,175,2024-07-22 15:04:36,Solutions Architect,operations,junior,onsite,full_time,66000,83000,paused
625,77,2024-07-23 09:35:34,Sales Development Representative,sales,senior,hybrid,full_time,126000,157000,open
626,263,2024-07-23 20:14:29,Solutions Architect,operations,mid,hybrid,full_time,92000,115000,filled
627,172,2024-07-24 03:07:46,Business Intelligence Analyst,data,senior,hybrid,full_time,156000,210000,open
628,71,2024-07-24 07:50:37,Senior Product Designer,product,senior,onsite,full_time,150000,169000,filled
629,294,2024-07-24 13:38:41,Revenue Operations Manager,operations,senior,onsite,full_time,105000,138000,filled
630,261,2024-07-24 17:02:45,Customer Education Specialist,operations,senior,onsite,contract,105000,132000,paused
631,97,2024-07-24 22:34:40,Enterprise Account Executive,operations,senior,onsite,full_time,110000,134000,paused
632,39,2024-07-24 23:00:52,Pricing Analyst,data,senior,hybrid,contract,159000,189000,open
633,85,2024-07-25 05:23:21,Senior Backend Engineer,engineering,senior,onsite,part_time,157000,201000,filled
634,121,2024-07-25 19:11:41,Business Systems Administrator,operations,senior,onsite,full_time,105000,138000,open
635,131,2024-07-25 21:11:06,Sales Development Representative,sales,senior,remote,full_time,120000,149000,open
636,264,2024-07-27 11:38:30,Payroll Specialist,operations,junior,remote,full_time,66000,77000,open
637,310,2024-07-27 14:23:44,Platform Reliability Engineer,engineering,senior,remote,full_time,151000,187000,paused
638,240,2024-07-27 22:33:40,Accounting Manager,operations,mid,onsite,full_time,91000,112000,filled
639,271,2024-07-27 22:47:06,Implementation Project Manager,operations,senior,remote,full_time,114000,142000,open
640,41,2024-07-27 22:49:45,Cloud Infrastructure Engineer,engineering,senior,hybrid,full_time,148000,185000,paused
641,48,2024-07-27 23:08:51,Talent Acquisition Specialist,operations,mid,remote,full_time,92000,108000,filled
642,291,2024-07-27 23:27:56,Cloud Infrastructure Engineer,engineering,mid,remote,full_time,122000,154000,closed
643,197,2024-07-28 13:16:37,Clinical Recruiter,operations,mid,hybrid,full_time,88000,107000,filled
644,76,2024-07-28 16:53:26,Healthcare Account Manager,operations,senior,remote,full_time,106000,134000,filled
645,254,2024-07-28 18:20:45,Demand Generation Manager,operations,mid,onsite,full_time,92000,102000,filled
646,56,2024-07-29 06:15:12,Product Manager,product,junior,remote,full_time,85000,98000,closed
647,246,2024-07-29 06:42:08,Demand Generation Manager,operations,lead,onsite,full_time,132000,158000,filled
648,283,2024-07-29 22:02:02,Implementation Consultant,operations,senior,remote,full_time,116000,142000,open
649,157,2024-07-30 01:50:58,Logistics Operations Manager,operations,mid,onsite,full_time,88000,106000,filled
650,211,2024-07-30 05:26:11,Compliance Analyst,data,mid,hybrid,contract,138000,155000,closed
651,235,2024-07-30 05:52:53,Enterprise Account Executive,operations,lead,remote,full_time,135000,166000,closed
652,282,2024-07-30 15:35:01,Accounting Manager,operations,senior,remote,full_time,116000,142000,open
653,187,2024-07-30 18:31:52,Clinical Recruiter,operations,senior,remote,full_time,116000,134000,filled
654,94,2024-07-31 03:19:47,Compliance Analyst,data,mid,hybrid,full_time,139000,150000,closed
655,65,2024-07-31 04:50:01,Senior Product Designer,product,mid,onsite,contract,113000,146000,closed
656,114,2024-07-31 13:14:28,Senior Product Designer,product,junior,remote,full_time,87000,101000,open
657,18,2024-07-31 18:11:47,Content Marketing Manager,operations,senior,hybrid,full_time,114000,137000,paused
658,224,2024-08-01 03:42:04,Security Engineer,engineering,junior,hybrid,full_time,92000,106000,open
659,119,2024-08-01 06:47:21,Compliance Analyst,data,junior,hybrid,full_time,93000,108000,closed
660,228,2024-08-02 08:12:18,Warehouse Systems Analyst,data,senior,hybrid,contract,172000,194000,open
661,20,2024-08-04 00:24:37,Machine Learning Engineer,engineering,lead,hybrid,full_time,180000,232000,filled
662,103,2024-08-04 19:46:13,Solutions Architect,operations,senior,hybrid,full_time,111000,132000,closed
663,127,2024-08-04 23:32:28,Pricing Analyst,data,mid,onsite,full_time,132000,154000,closed
664,29,2024-08-05 08:59:05,Staff Data Engineer,engineering,mid,remote,contract,121000,152000,filled
665,266,2024-08-05 09:09:15,Content Marketing Manager,operations,mid,remote,full_time,91000,112000,filled
666,192,2024-08-05 09:41:15,Implementation Consultant,operations,mid,remote,full_time,85000,103000,filled
667,271,2024-08-05 11:35:43,Senior Product Designer,product,senior,hybrid,part_time,149000,181000,closed
668,257,2024-08-05 17:30:58,Regional Sales Manager,sales,mid,remote,full_time,106000,127000,paused
669,11,2024-08-05 19:57:53,Senior Backend Engineer,engineering,senior,onsite,full_time,153000,186000,paused
670,277,2024-08-05 21:51:47,People Operations Partner,operations,lead,hybrid,full_time,135000,171000,filled
671,23,2024-08-06 05:17:58,Regional Sales Manager,sales,lead,hybrid,full_time,145000,193000,filled
672,279,2024-08-06 09:57:44,Technical Program Manager,operations,junior,onsite,full_time,67000,76000,filled
673,215,2024-08-06 21:55:20,Customer Success Manager,customer_success,mid,remote,full_time,89000,96000,paused
674,263,2024-08-06 22:01:38,Data Analyst,data,mid,onsite,contract,127000,156000,open
675,160,2024-08-07 01:25:10,Technical Writer,operations,mid,remote,full_time,91000,104000,paused
676,52,2024-08-07 15:42:44,Clinical Operations Analyst,operations,mid,hybrid,full_time,89000,109000,filled
677,48,2024-08-08 07:38:24,Cloud Infrastructure Engineer,engineering,mid,onsite,full_time,126000,161000,filled
678,38,2024-08-08 22:18:51,Cloud Infrastructure Engineer,engineering,senior,onsite,full_time,159000,199000,closed
679,258,2024-08-08 23:35:11,Inventory Planning Manager,operations,mid,onsite,full_time,89000,105000,closed
680,171,2024-08-08 23:55:29,Logistics Operations Manager,operations,lead,remote,full_time,133000,159000,filled
681,70,2024-08-09 08:07:02,Implementation Engineer,engineering,junior,onsite,full_time,88000,103000,filled
682,40,2024-08-09 17:36:41,Growth Product Manager,product,junior,hybrid,full_time,83000,103000,open
683,26,2024-08-09 23:43:50,Product Manager,product,mid,hybrid,full_time,122000,134000,filled
684,83,2024-08-10 14:55:59,Clinical Recruiter,operations,junior,remote,full_time,61000,83000,open
685,240,2024-08-10 17:28:03,Solutions Consultant,operations,mid,remote,full_time,90000,114000,filled
686,286,2024-08-11 00:08:45,Lifecycle Marketing Manager,operations,lead,hybrid,full_time,127000,154000,filled
687,195,2024-08-11 00:19:03,Content Marketing Manager,operations,mid,remote,full_time,93000,111000,filled
688,319,2024-08-11 03:34:25,Data Analyst,data,mid,hybrid,part_time,133000,162000,open
689,127,2024-08-11 14:54:07,Implementation Engineer,engineering,senior,onsite,full_time,154000,197000,open
690,107,2024-08-11 15:47:51,Senior Product Designer,product,mid,onsite,full_time,114000,142000,open
691,222,2024-08-11 17:49:03,Clinical Recruiter,operations,senior,remote,full_time,110000,129000,filled
692,44,2024-08-11 19:56:28,Regional Sales Manager,sales,mid,onsite,full_time,107000,126000,paused
693,292,2024-08-12 01:04:45,Supply Chain Coordinator,operations,senior,remote,full_time,111000,127000,filled
694,250,2024-08-12 21:52:53,Sales Development Representative,sales,mid,hybrid,full_time,102000,125000,filled
695,11,2024-08-13 07:24:14,Security Engineer,engineering,mid,onsite,full_time,129000,147000,closed
696,60,2024-08-13 12:15:03,Revenue Operations Manager,operations,senior,remote,full_time,109000,138000,open
697,201,2024-08-15 02:29:56,Customer Education Specialist,operations,senior,remote,full_time,110000,140000,filled
698,237,2024-08-15 12:01:01,Sales Development Representative,sales,mid,remote,full_time,100000,117000,filled
699,70,2024-08-15 12:43:48,Customer Success Manager,customer_success,senior,hybrid,full_time,101000,126000,open
700,240,2024-08-15 16:28:23,HR Business Partner,operations,junior,onsite,full_time,66000,80000,filled
701,152,2024-08-16 01:43:47,Inventory Planning Manager,operations,mid,remote,full_time,93000,103000,filled
702,217,2024-08-16 02:37:51,Partner Success Manager,customer_success,junior,remote,full_time,64000,75000,closed
703,136,2024-08-16 20:01:28,Revenue Operations Manager,operations,senior,hybrid,full_time,115000,137000,open
704,146,2024-08-17 20:25:22,Risk Operations Analyst,operations,mid,remote,full_time,89000,106000,filled
705,125,2024-08-18 22:01:12,Procurement Analyst,data,senior,hybrid,full_time,160000,208000,open
706,51,2024-08-19 00:25:53,HR Business Partner,operations,junior,onsite,full_time,65000,78000,closed
707,61,2024-08-19 21:30:30,Clinical Recruiter,operations,senior,onsite,contract,116000,137000,filled
708,54,2024-08-19 22:26:28,Warehouse Systems Analyst,data,senior,onsite,part_time,168000,189000,paused
709,257,2024-08-20 13:28:16,Warehouse Systems Analyst,data,junior,hybrid,full_time,95000,108000,closed
710,136,2024-08-21 02:41:12,Regional Sales Manager,sales,junior,onsite,full_time,75000,84000,open
711,122,2024-08-22 10:03:06,Cloud Infrastructure Engineer,engineering,junior,remote,full_time,93000,116000,filled
712,274,2024-08-22 13:28:57,Implementation Project Manager,operations,senior,remote,full_time,116000,141000,open
713,284,2024-08-22 15:56:14,Platform Reliability Engineer,engineering,mid,hybrid,full_time,129000,159000,filled
714,75,2024-08-22 16:49:10,Procurement Analyst,data,senior,remote,contract,162000,191000,filled
715,114,2024-08-22 17:21:03,Risk Operations Analyst,operations,mid,onsite,full_time,87000,109000,closed
716,132,2024-08-23 03:46:32,Senior Backend Engineer,engineering,senior,hybrid,full_time,156000,197000,filled
717,269,2024-08-23 05:41:22,Security Engineer,engineering,mid,onsite,part_time,123000,156000,closed
718,215,2024-08-23 08:07:52,Growth Product Manager,product,senior,remote,full_time,153000,168000,filled
719,175,2024-08-23 10:55:13,Platform Reliability Engineer,engineering,lead,hybrid,full_time,186000,238000,filled
720,76,2024-08-23 22:24:28,Platform Reliability Engineer,engineering,mid,hybrid,full_time,125000,145000,open
721,124,2024-08-24 04:06:03,Pricing Analyst,data,senior,remote,full_time,161000,190000,closed
722,10,2024-08-24 10:42:17,Customer Success Manager,customer_success,junior,hybrid,part_time,62000,78000,filled
723,226,2024-08-24 11:50:42,Talent Acquisition Specialist,operations,mid,hybrid,full_time,89000,108000,closed
724,295,2024-08-24 12:54:04,Data Analyst,data,lead,onsite,full_time,187000,233000,closed
725,252,2024-08-25 01:21:18,HR Business Partner,operations,senior,hybrid,full_time,115000,135000,open
726,99,2024-08-25 06:32:21,Product Manager,product,senior,remote,full_time,143000,188000,closed
727,155,2024-08-25 12:47:03,Healthcare Account Manager,operations,mid,hybrid,contract,89000,103000,filled
728,307,2024-08-26 06:25:06,Senior Product Designer,product,mid,hybrid,contract,114000,148000,closed
729,137,2024-08-27 11:38:25,HR Business Partner,operations,mid,remote,contract,90000,106000,open
730,269,2024-08-27 13:52:32,Partner Success Manager,customer_success,senior,hybrid,full_time,107000,121000,closed
731,185,2024-08-27 15:56:29,Senior Accountant,operations,mid,remote,full_time,93000,107000,filled
732,160,2024-08-27 17:20:24,Talent Acquisition Specialist,operations,mid,remote,contract,85000,109000,filled
733,188,2024-08-27 22:38:35,Senior Product Designer,product,mid,hybrid,full_time,123000,137000,filled
734,72,2024-08-28 03:11:28,Regional Sales Manager,sales,mid,remote,full_time,104000,122000,filled
735,137,2024-08-28 03:43:41,Procurement Analyst,data,mid,hybrid,full_time,129000,163000,filled
736,98,2024-08-28 11:58:19,People Operations Partner,operations,mid,remote,full_time,86000,109000,open
737,243,2024-08-28 14:32:45,Clinical Operations Analyst,operations,lead,hybrid,full_time,129000,165000,closed
738,196,2024-08-29 08:08:06,Senior DevOps Engineer,engineering,senior,remote,contract,162000,198000,open
739,128,2024-08-29 12:20:57,Senior DevOps Engineer,engineering,mid,onsite,full_time,123000,151000,closed
740,264,2024-08-29 15:59:56,Data Analyst,data,senior,remote,full_time,163000,197000,paused
741,145,2024-08-29 22:48:57,Business Intelligence Analyst,data,senior,hybrid,full_time,167000,199000,closed
742,306,2024-08-29 23:12:21,Inventory Planning Manager,operations,mid,remote,full_time,93000,109000,filled
743,194,2024-08-30 05:18:03,Inventory Planning Manager,operations,mid,remote,full_time,91000,103000,open
744,284,2024-08-30 20:08:43,QA Automation Engineer,engineering,junior,hybrid,full_time,93000,107000,closed
745,316,2024-08-30 22:45:35,Enterprise Account Executive,operations,junior,onsite,full_time,62000,74000,closed
746,105,2024-08-31 15:34:42,Accounting Manager,operations,senior,onsite,full_time,115000,132000,open
747,84,2024-08-31 16:25:47,Technical Program Manager,operations,lead,remote,full_time,129000,171000,closed
748,268,2024-08-31 17:51:11,Compliance Analyst,data,junior,remote,full_time,91000,117000,filled
749,75,2024-08-31 23:57:38,Payroll Specialist,operations,senior,hybrid,full_time,116000,133000,filled
750,241,2024-09-01 09:32:29,Sales Development Representative,sales,junior,hybrid,full_time,71000,90000,filled
751,57,2024-09-02 07:48:49,Security Engineer,engineering,senior,remote,full_time,150000,193000,filled
752,279,2024-09-02 13:30:54,Machine Learning Engineer,engineering,senior,onsite,full_time,158000,187000,filled
753,221,2024-09-03 02:05:50,Enterprise Account Executive,operations,mid,hybrid,contract,87000,108000,paused
754,167,2024-09-04 11:26:06,Supply Chain Coordinator,operations,junior,hybrid,full_time,62000,80000,open
755,144,2024-09-04 12:26:03,Growth Product Manager,product,senior,remote,full_time,147000,166000,open
756,204,2024-09-05 03:06:57,Implementation Engineer,engineering,lead,hybrid,full_time,191000,227000,closed
757,125,2024-09-05 10:09:20,QA Automation Engineer,engineering,mid,remote,full_time,130000,153000,filled
758,128,2024-09-06 06:44:16,Revenue Operations Manager,operations,mid,onsite,full_time,86000,112000,filled
759,66,2024-09-06 16:37:45,Growth Product Manager,product,mid,remote,full_time,118000,152000,filled
760,51,2024-09-06 22:34:38,Implementation Project Manager,operations,senior,onsite,full_time,114000,140000,filled
761,286,2024-09-07 01:56:52,Platform Reliability Engineer,engineering,senior,onsite,full_time,150000,189000,open
762,240,2024-09-08 09:03:30,Operations Excellence Lead,operations,senior,hybrid,contract,107000,128000,filled
763,142,2024-09-08 19:18:05,Risk Operations Analyst,operations,senior,remote,full_time,105000,136000,filled
764,267,2024-09-09 00:04:34,Risk Operations Analyst,operations,lead,remote,contract,132000,168000,filled
765,195,2024-09-09 06:22:51,Platform Reliability Engineer,engineering,senior,hybrid,contract,150000,200000,closed
766,192,2024-09-09 10:47:10,Growth Product Manager,product,mid,hybrid,full_time,120000,149000,closed
767,37,2024-09-09 12:14:29,Implementation Project Manager,operations,senior,onsite,full_time,116000,129000,closed
768,173,2024-09-09 17:07:38,Cloud Infrastructure Engineer,engineering,mid,remote,full_time,122000,157000,filled
769,35,2024-09-10 01:45:58,Risk Operations Analyst,operations,mid,onsite,full_time,91000,114000,filled
770,219,2024-09-10 10:21:24,Inventory Planning Manager,operations,lead,remote,full_time,128000,164000,open
771,22,2024-09-11 04:14:10,Machine Learning Engineer,engineering,senior,remote,full_time,147000,194000,filled
772,165,2024-09-11 12:58:35,Business Intelligence Analyst,data,lead,remote,full_time,201000,237000,filled
773,118,2024-09-12 14:57:39,Demand Generation Manager,operations,mid,hybrid,full_time,89000,110000,paused
774,42,2024-09-12 18:18:09,Compliance Analyst,data,senior,remote,full_time,172000,193000,filled
775,152,2024-09-12 21:36:52,Senior DevOps Engineer,engineering,mid,remote,full_time,126000,144000,filled
776,65,2024-09-13 06:45:41,Content Marketing Manager,operations,junior,onsite,full_time,62000,81000,filled
777,79,2024-09-13 23:03:02,Lifecycle Marketing Manager,operations,mid,hybrid,full_time,89000,115000,filled
778,285,2024-09-14 13:18:43,Lifecycle Marketing Manager,operations,senior,remote,full_time,107000,141000,closed
779,112,2024-09-15 16:24:19,Talent Acquisition Specialist,operations,junior,remote,full_time,67000,76000,open
780,130,2024-09-15 23:10:24,Clinical Operations Analyst,operations,lead,hybrid,contract,135000,151000,paused
781,3,2024-09-16 00:36:01,Operations Excellence Lead,operations,mid,remote,full_time,88000,105000,filled
782,97,2024-09-16 04:23:31,Security Engineer,engineering,mid,remote,full_time,126000,160000,filled
783,113,2024-09-16 04:31:27,Senior Product Designer,product,senior,hybrid,contract,148000,180000,filled
784,231,2024-09-16 04:55:14,Senior DevOps Engineer,engineering,junior,remote,full_time,93000,117000,filled
785,39,2024-09-16 06:14:39,QA Automation Engineer,engineering,lead,hybrid,full_time,177000,221000,open
786,298,2024-09-16 17:34:04,Senior Accountant,operations,senior,remote,full_time,105000,135000,closed
787,42,2024-09-17 14:50:19,Senior DevOps Engineer,engineering,junior,remote,full_time,87000,114000,open
788,209,2024-09-18 09:36:51,Operations Excellence Lead,operations,senior,remote,full_time,109000,129000,open
789,2,2024-09-18 13:03:18,Sales Development Representative,sales,senior,remote,full_time,126000,163000,open
790,263,2024-09-18 23:39:15,Healthcare Account Manager,operations,senior,remote,full_time,106000,136000,filled
791,223,2024-09-20 13:20:25,Logistics Operations Manager,operations,senior,remote,full_time,110000,125000,open
792,269,2024-09-20 21:59:02,Procurement Analyst,data,senior,onsite,full_time,163000,186000,filled
793,299,2024-09-21 01:01:58,Clinical Operations Analyst,operations,senior,onsite,full_time,106000,141000,filled
794,267,2024-09-21 22:29:24,Sales Development Representative,sales,mid,remote,full_time,107000,126000,open
795,199,2024-09-22 01:00:54,Director of Customer Support,operations,senior,hybrid,full_time,112000,139000,filled
796,269,2024-09-22 04:18:55,Clinical Operations Analyst,operations,lead,hybrid,full_time,130000,166000,closed
797,31,2024-09-22 13:52:00,Data Analyst,data,senior,onsite,full_time,164000,197000,filled
798,207,2024-09-22 16:46:06,Implementation Project Manager,operations,senior,remote,full_time,108000,140000,filled
799,317,2024-09-22 19:52:09,Senior Frontend Engineer,engineering,mid,remote,full_time,130000,162000,closed
800,121,2024-09-23 10:21:15,Implementation Consultant,operations,senior,remote,full_time,111000,128000,closed
801,313,2024-09-23 22:08:05,Clinical Recruiter,operations,lead,remote,full_time,132000,166000,filled
