application_id,job_id,candidate_id,applied_at,source,stage,score
3711,1789,1597,2025-11-02 05:46:24,job_board,interview,0.394
3712,252,8822,2024-04-18 21:53:43,job_board,applied,0.949
3713,568,7477,2024-07-23 07:42:14,referral,applied,0.892
3714,126,484,2024-02-26 16:34:42,recruiter,interview,0.505
3715,438,5670,2024-06-20 10:55:15,job_board,applied,0.654
3716,1679,2323,2025-09-08 22:00:52,job_board,applied,0.447
3717,548,607,2024-07-07 08:17:49,outbound,applied,0.878
3718,1671,6134,2025-09-13 07:41:18,linkedin,offer,0.471
3719,1624,532,2025-08-03 19:12:52,referral,applied,0.873
3720,1401,1601,2025-05-30 20:08:37,referral,applied,0.506
3721,538,6176,2024-07-14 11:40:05,job_board,screened,0.419
3722,1995,753,2026-01-24 20:12:28,job_board,applied,0.484
3723,1220,6800,2025-03-31 23:18:25,job_board,applied,0.691
3724,1540,240,2025-07-08 14:59:39,job_board,applied,0.908
3725,687,2794,2024-09-18 00:19:03,outbound,applied,0.374
3726,1327,2308,2025-04-26 03:29:38,referral,screened,0.44
3727,1313,1458,2025-04-15 15:22:38,linkedin,offer,0.698
3728,1195,4792,2025-03-16 03:59:49,referral,screened,0.407
3729,1184,1979,2025-04-03 16:21:51,job_board,interview,0.569
3730,1407,1356,2025-06-16 20:20:09,referral,applied,0.585
3731,1996,3531,2026-01-21 01:11:23,referral,applied,0.657
3732,1739,4467,2025-09-25 12:48:49,job_board,screened,0.803
3733,622,5687,2024-08-12 08:15:16,recruiter,applied,0.505
3734,1778,769,2025-10-19 02:30:31,linkedin,applied,0.556
3735,700,1690,2024-09-22 16:28:23,linkedin,applied,0.623
3736,498,452,2024-06-13 16:53:58,referral,applied,0.597
3737,398,7122,2024-05-15 10:40:35,linkedin,interview,0.801
3738,1408,5033,2025-06-05 14:08:48,job_board,applied,0.379
3739,928,2240,2024-12-24 15:54:11,linkedin,interview,0.443
3740,1656,4790,2025-08-10 20:46:37,recruiter,applied,0.437
3741,1675,7287,2025-09-05 20:09:44,job_board,applied,0.687
3742,1077,6851,2025-02-23 19:13:06,referral,screened,0.404
3743,422,8317,2024-05-13 05:14:25,job_board,interview,0.397
3744,224,2074,2024-03-04 19:54:23,referral,applied,0.842
3745,1923,1478,2025-11-20 20:54:11,linkedin,screened,0.968
3746,615,6876,2024-08-26 17:33:39,job_board,interview,0.373
3747,27,8260,2024-02-20 00:01:07,referral,applied,0.458
3748,794,1578,2024-10-12 22:29:24,job_board,applied,0.671
3749,1611,6349,2025-08-31 15:54:32,outbound,applied,0.917
3750,183,5172,2024-03-12 16:39:03,job_board,screened,0.668
3751,1384,7985,2025-06-15 03:13:11,recruiter,interview,0.589
3752,832,1735,2024-10-11 15:59:20,job_board,offer,0.879
3753,1811,3122,2025-10-29 03:42:31,job_board,screened,0.835
3754,898,5590,2024-12-07 21:21:21,recruiter,offer,0.854
3755,1044,7773,2025-02-09 22:19:51,referral,applied,0.497
3756,914,7428,2024-12-05 12:39:42,referral,interview,0.76
3757,1362,4292,2025-05-04 07:15:49,linkedin,interview,0.465
3758,142,3332,2024-02-10 07:37:23,linkedin,applied,0.637
3759,99,1707,2024-02-20 16:40:13,linkedin,applied,0.879
3760,1165,3615,2025-03-09 06:41:58,job_board,applied,0.851
3761,789,8970,2024-10-09 13:03:18,job_board,screened,0.7
3762,335,2048,2024-04-07 15:07:35,referral,offer,0.835
3763,1542,8533,2025-07-23 04:46:22,referral,applied,0.392
3764,1499,2516,2025-07-27 15:32:59,job_board,applied,0.873
3765,218,1124,2024-03-26 06:42:18,job_board,screened,0.85
3766,369,6456,2024-05-22 00:46:19,job_board,applied,0.817
3767,1565,4106,2025-07-14 13:07:20,linkedin,applied,0.441
3768,957,6585,2024-12-25 11:56:18,job_board,screened,0.484
3769,617,8876,2024-08-11 11:23:26,job_board,applied,0.488
3770,1059,1333,2025-02-19 13:25:00,job_board,offer,0.781
3771,706,4937,2024-09-22 00:25:53,referral,screened,0.527
3772,188,2396,2024-02-20 05:30:10,recruiter,interview,0.433
3773,1295,4474,2025-05-05 22:01:44,job_board,screened,0.705
3774,1393,2308,2025-05-06 08:18:00,linkedin,interview,0.575
3775,157,1759,2024-02-29 12:25:21,outbound,applied,0.653
3776,499,4672,2024-06-18 17:31:51,recruiter,applied,0.81
3777,1250,3776,2025-03-28 22:19:15,job_board,interview,0.496
3778,1515,6901,2025-07-16 04:29:11,linkedin,screened,0.921
3779,1828,4484,2025-10-29 13:08:49,linkedin,applied,0.803
3780,1208,5432,2025-02-26 14:43:04,linkedin,interview,0.865
3781,188,6427,2024-02-21 05:30:10,linkedin,screened,0.61
3782,706,493,2024-09-19 00:25:53,job_board,interview,0.719
3783,506,4051,2024-06-15 12:44:49,job_board,applied,0.844
3784,1976,4722,2025-12-28 04:04:19,job_board,applied,0.38
3785,28,5715,2024-02-14 08:44:21,job_board,applied,0.581
3786,752,360,2024-09-11 13:30:54,recruiter,applied,0.422
3787,1036,914,2025-01-14 20:35:28,linkedin,applied,0.855
3788,599,7642,2024-08-03 22:26:06,job_board,applied,0.962
3789,1462,6875,2025-06-19 04:42:48,job_board,applied,0.919
3790,263,3787,2024-03-15 23:04:36,job_board,interview,0.929
3791,1853,30,2025-11-03 04:21:38,job_board,offer,0.586
3792,801,2331,2024-10-31 22:08:05,linkedin,interview,0.678
3793,737,5780,2024-10-11 14:32:45,recruiter,interview,0.595
3794,1847,6125,2025-10-14 13:10:07,job_board,applied,0.58
3795,298,7437,2024-04-24 04:16:34,linkedin,applied,0.359
3796,939,4971,2024-12-28 08:38:06,job_board,applied,0.722
3797,59,6902,2024-02-18 01:29:30,linkedin,interview,0.862
3798,1024,2124,2025-02-09 10:24:04,job_board,applied,0.6
3799,651,1326,2024-08-29 05:52:53,job_board,interview,0.886
3800,1481,3020,2025-07-20 20:50:34,referral,applied,0.631
3801,1025,7599,2025-01-18 16:27:24,job_board,applied,0.753
3802,1251,7980,2025-03-19 03:48:44,job_board,applied,0.357
3803,1802,713,2025-10-11 18:51:23,job_board,interview,0.741
3804,1901,1763,2025-11-15 11:31:21,job_board,applied,0.535
3805,433,598,2024-05-21 03:00:04,job_board,applied,0.855
3806,1005,6875,2024-12-31 20:06:10,job_board,applied,0.351
3807,1563,7404,2025-08-04 03:55:09,job_board,interview,0.419
3808,255,8346,2024-04-13 06:45:03,job_board,screened,0.865
3809,962,1643,2024-12-11 17:32:15,job_board,applied,0.631
3810,1115,4671,2025-02-27 01:02:26,job_board,interview,0.519
3811,1736,4024,2025-10-08 13:21:28,outbound,applied,0.362
3812,177,8791,2024-03-05 16:29:35,job_board,applied,0.576
3813,1727,8430,2025-09-02 23:08:25,job_board,screened,0.85
3814,476,7533,2024-06-29 14:22:08,job_board,interview,0.684
3815,1716,1881,2025-09-02 07:03:17,job_board,applied,0.424
3816,1310,3006,2025-04-09 02:24:53,job_board,screened,0.585
3817,803,7026,2024-10-15 02:58:05,linkedin,applied,0.567
3818,268,5479,2024-03-12 18:17:28,job_board,screened,0.417
3819,693,5260,2024-08-26 01:04:45,referral,applied,0.582
3820,1480,679,2025-07-15 23:23:57,job_board,interview,0.437
3821,415,3652,2024-05-11 21:46:51,job_board,interview,0.799
3822,1340,8778,2025-05-11 15:13:57,job_board,screened,0.493
3823,457,4134,2024-07-03 18:17:42,job_board,interview,0.532
3824,163,7951,2024-02-18 18:27:50,referral,applied,0.445
3825,1233,3693,2025-03-16 04:38:16,referral,screened,0.851
3826,1625,7629,2025-08-28 19:51:05,job_board,interview,0.936
3827,1924,7446,2025-12-23 04:33:40,job_board,applied,0.472
3828,1004,5599,2025-01-20 08:24:32,job_board,screened,0.682
3829,1212,7326,2025-03-29 21:05:33,job_board,applied,0.923
3830,1363,432,2025-05-23 09:14:20,referral,offer,0.944
3831,825,3361,2024-10-16 07:39:52,linkedin,applied,0.437
3832,73,802,2024-02-23 17:43:45,referral,interview,0.728
3833,485,6276,2024-06-15 13:17:52,job_board,applied,0.668
3834,759,2631,2024-10-06 16:37:45,job_board,applied,0.608
3835,1304,4787,2025-04-25 23:47:25,job_board,interview,0.863
3836,610,7584,2024-08-10 22:31:48,linkedin,applied,0.366
3837,422,6734,2024-06-14 05:14:25,job_board,applied,0.88
3838,1811,5999,2025-11-08 03:42:31,job_board,applied,0.498
3839,187,451,2024-03-20 00:49:18,referral,interview,0.441
3840,1577,5546,2025-08-09 11:11:32,referral,offer,0.747
3841,188,3025,2024-02-29 05:30:10,recruiter,applied,0.943
3842,641,8908,2024-08-28 23:08:51,referral,screened,0.677
3843,1701,3023,2025-08-20 21:12:38,job_board,applied,0.957
3844,1684,6745,2025-08-18 09:19:51,outbound,applied,0.737
3845,765,5372,2024-10-06 06:22:51,job_board,interview,0.726
3846,36,3020,2024-01-22 12:54:19,linkedin,applied,0.467
3847,1881,1869,2025-11-20 08:52:30,job_board,offer,0.443
3848,1778,2339,2025-10-31 02:30:31,linkedin,applied,0.747
3849,994,4786,2025-01-08 08:18:42,job_board,applied,0.389
3850,58,7974,2024-02-01 23:44:42,referral,applied,0.963
3851,1384,8819,2025-05-31 03:13:11,outbound,screened,0.525
3852,1567,2832,2025-08-13 18:24:22,job_board,applied,0.642
3853,1654,392,2025-09-17 12:50:12,job_board,applied,0.465
3854,1462,1987,2025-06-15 04:42:48,outbound,applied,0.634
3855,1749,4531,2025-10-16 10:17:53,referral,screened,0.496
3856,1021,3615,2025-01-14 12:42:00,job_board,screened,0.878
3857,326,1245,2024-05-01 18:34:32,job_board,interview,0.39
3858,1379,1559,2025-05-04 04:28:32,job_board,applied,0.612
3859,434,5242,2024-06-25 17:57:32,job_board,applied,0.834
3860,1260,2400,2025-04-22 12:24:10,referral,applied,0.907
3861,301,2168,2024-04-10 16:15:04,job_board,applied,0.959
3862,79,3392,2024-02-28 12:03:48,job_board,screened,0.386
3863,892,8123,2024-11-04 13:50:05,job_board,interview,0.433
3864,1185,7587,2025-03-07 07:08:44,linkedin,offer,0.506
3865,311,2862,2024-04-16 03:02:44,job_board,interview,0.952
3866,1570,6909,2025-08-10 05:41:38,outbound,screened,0.96
3867,1302,8625,2025-04-30 15:20:45,linkedin,offer,0.713
3868,1601,2525,2025-07-23 02:51:19,outbound,applied,0.812
3869,726,38,2024-09-30 06:32:21,job_board,screened,0.646
3870,1319,2083,2025-04-15 13:34:48,outbound,applied,0.92
3871,1929,7490,2026-01-04 00:26:09,linkedin,screened,0.419
3872,365,956,2024-05-05 04:15:32,job_board,applied,0.856
3873,1634,2356,2025-08-23 22:30:28,linkedin,applied,0.651
3874,1259,8585,2025-04-04 07:49:38,outbound,screened,0.637
3875,1449,1815,2025-06-13 09:29:50,outbound,screened,0.708
3876,1252,4313,2025-04-03 06:41:19,referral,applied,0.649
3877,1378,7958,2025-05-12 18:58:24,job_board,applied,0.888
3878,1560,7623,2025-08-19 05:51:13,job_board,applied,0.501
3879,80,2740,2024-02-15 16:56:17,linkedin,applied,0.43
3880,64,2250,2024-02-05 05:24:37,linkedin,applied,0.753
3881,168,5255,2024-03-12 12:19:13,job_board,applied,0.823
3882,1860,2905,2025-10-20 23:29:20,referral,applied,0.662
3883,865,6632,2024-11-15 04:31:36,outbound,applied,0.76
3884,1983,6090,2025-12-28 07:10:20,job_board,applied,0.653
3885,1830,3773,2025-10-12 16:47:43,referral,applied,0.875
3886,690,3688,2024-09-09 15:47:51,job_board,applied,0.798
3887,189,913,2024-03-07 05:35:58,job_board,applied,0.955
3888,1686,6245,2025-08-22 12:47:08,job_board,screened,0.732
3889,841,8302,2024-10-14 13:07:42,job_board,applied,0.775
3890,596,7885,2024-08-08 19:23:40,referral,applied,0.685
3891,1588,5828,2025-08-09 08:35:41,job_board,applied,0.693
3892,965,6552,2024-12-21 06:47:36,outbound,applied,0.399
3893,640,8032,2024-08-05 22:49:45,linkedin,applied,0.631
3894,793,1972,2024-10-24 01:01:58,linkedin,applied,0.499
3895,1859,6910,2025-11-27 12:40:36,referral,screened,0.96
3896,605,933,2024-08-26 18:14:35,outbound,applied,0.915
3897,1870,6966,2025-11-26 16:40:42,linkedin,applied,0.608
3898,1179,1971,2025-02-26 19:51:51,referral,screened,0.418
3899,114,5309,2024-02-29 07:40:16,job_board,interview,0.592
3900,226,20,2024-03-15 05:06:20,job_board,interview,0.976
3901,1233,56,2025-03-09 04:38:16,job_board,applied,0.393
3902,274,5843,2024-03-21 16:28:54,recruiter,applied,0.918
3903,292,7944,2024-04-11 17:48:29,outbound,applied,0.417
3904,926,993,2024-12-02 01:23:43,job_board,applied,0.701
3905,883,7479,2024-11-05 02:20:31,job_board,applied,0.897
3906,1883,6797,2025-12-04 12:23:52,recruiter,screened,0.74
3907,1796,6544,2025-09-24 06:41:04,linkedin,applied,0.46
3908,1860,2454,2025-11-29 23:29:20,job_board,screened,0.977
3909,147,7904,2024-02-22 23:09:35,job_board,applied,0.892
3910,1608,5485,2025-08-05 18:49:34,job_board,applied,0.445
3911,1875,1658,2025-11-07 23:33:21,recruiter,applied,0.676
3912,1224,7943,2025-03-31 03:54:48,referral,applied,0.759
3913,1989,2537,2026-02-03 09:11:29,job_board,screened,0.722
3914,1606,4481,2025-08-02 08:32:00,job_board,applied,0.573
3915,1341,1415,2025-05-29 23:00:37,referral,applied,0.865
3916,812,3509,2024-11-07 15:42:06,referral,applied,0.526
3917,713,5820,2024-10-03 15:56:14,job_board,applied,0.541
3918,791,8087,2024-10-17 13:20:25,outbound,applied,0.695
3919,503,3946,2024-06-09 17:28:44,job_board,screened,0.39
3920,1158,5562,2025-02-23 05:16:43,recruiter,applied,0.399
3921,866,924,2024-11-10 09:42:14,linkedin,interview,0.959
3922,595,2149,2024-08-16 16:23:40,job_board,screened,0.623
3923,360,5181,2024-04-15 22:08:54,job_board,interview,0.705
3924,1033,375,2025-02-03 18:11:12,job_board,applied,0.974
3925,41,3051,2024-02-08 04:03:25,job_board,applied,0.965
3926,748,539,2024-09-01 17:51:11,linkedin,screened,0.836
3927,126,4415,2024-02-22 16:34:42,linkedin,applied,0.719
3928,672,2366,2024-08-24 09:57:44,referral,applied,0.507
3929,1328,2353,2025-05-02 15:57:30,linkedin,applied,0.465
3930,1276,4156,2025-04-24 17:01:31,recruiter,applied,0.425
3931,42,1451,2024-01-14 04:11:11,referral,applied,0.586
3932,1417,6835,2025-06-16 19:24:51,job_board,applied,0.516
3933,603,4058,2024-07-18 20:44:48,linkedin,applied,0.882
3934,952,8126,2025-01-04 02:31:43,job_board,applied,0.929
3935,1353,2036,2025-05-06 01:51:22,recruiter,interview,0.731
3936,73,561,2024-02-09 17:43:45,job_board,interview,0.761
3937,350,3646,2024-04-23 01:43:51,job_board,offer,0.687
3938,331,946,2024-05-19 09:12:43,job_board,interview,0.42
3939,665,3441,2024-08-13 09:09:15,job_board,applied,0.89
3940,32,6944,2024-01-28 08:12:20,referral,applied,0.374
3941,63,8464,2024-02-22 22:44:17,job_board,applied,0.775
3942,1025,4122,2025-01-23 16:27:24,referral,applied,0.455
3943,225,1682,2024-02-28 03:08:29,job_board,screened,0.841
3944,872,3488,2024-10-30 02:50:14,referral,applied,0.76
3945,452,2578,2024-05-29 07:15:41,referral,applied,0.505
3946,1991,1085,2025-12-30 07:12:35,recruiter,applied,0.84
3947,253,7127,2024-04-16 03:55:00,linkedin,applied,0.844
3948,961,6581,2025-01-14 10:47:13,job_board,applied,0.665
3949,945,2663,2025-01-09 13:39:19,job_board,applied,0.696
3950,1478,4370,2025-07-02 10:00:31,job_board,applied,0.417
3951,254,4323,2024-03-22 04:13:22,job_board,applied,0.619
3952,1929,3877,2025-12-31 00:26:09,job_board,applied,0.766
3953,611,6858,2024-08-23 03:00:46,recruiter,applied,0.393
3954,70,6285,2024-02-18 08:53:41,linkedin,interview,0.576
3955,1448,40,2025-06-03 03:35:42,linkedin,screened,0.634
3956,1085,2018,2025-02-27 21:44:36,job_board,applied,0.798
3957,1308,8610,2025-04-30 20:24:51,linkedin,applied,0.583
3958,1823,3724,2025-11-03 01:22:15,linkedin,screened,0.933
3959,766,4166,2024-10-18 10:47:10,job_board,applied,0.856
3960,1816,6852,2025-10-12 16:32:51,job_board,offer,0.666
3961,1863,6836,2025-11-09 19:04:51,outbound,applied,0.799
3962,1096,5091,2025-02-08 17:44:28,job_board,applied,0.546
3963,1575,8288,2025-07-20 15:53:24,job_board,applied,0.66
3964,68,5309,2024-02-08 06:09:37,recruiter,applied,0.71
3965,1215,7892,2025-03-25 00:34:29,referral,interview,0.528
3966,161,4093,2024-02-21 01:44:41,job_board,applied,0.883
3967,874,1984,2024-11-24 08:36:02,job_board,applied,0.698
3968,1500,1000,2025-07-02 10:43:05,referral,offer,0.641
3969,121,4997,2024-03-08 21:24:45,referral,applied,0.549
3970,813,8023,2024-11-01 02:15:37,linkedin,screened,0.91
3971,826,3696,2024-10-22 19:45:40,outbound,applied,0.544
3972,477,6540,2024-07-02 18:10:12,recruiter,screened,0.428
3973,1091,4792,2025-02-04 06:39:57,referral,applied,0.405
3974,1617,7257,2025-08-21 06:51:03,referral,applied,0.892
3975,1983,7017,2026-01-20 07:10:20,linkedin,applied,0.551
3976,1813,6278,2025-10-08 22:26:36,job_board,applied,0.758
3977,1904,3191,2025-11-19 16:55:47,referral,screened,0.976
3978,408,3707,2024-05-06 17:19:40,job_board,applied,0.516
3979,225,4295,2024-03-08 03:08:29,job_board,applied,0.749
3980,366,7399,2024-05-18 12:35:10,job_board,screened,0.694
3981,1959,5472,2025-12-14 04:20:06,referral,screened,0.392
3982,438,1544,2024-06-23 10:55:15,recruiter,applied,0.568
3983,1510,2436,2025-07-11 01:17:20,referral,applied,0.43
3984,812,2805,2024-10-11 15:42:06,job_board,applied,0.502
3985,1364,5460,2025-05-14 12:26:08,linkedin,applied,0.891
3986,1506,6889,2025-07-18 22:12:36,job_board,applied,0.558
3987,1808,1341,2025-10-29 13:01:27,job_board,applied,0.367
3988,174,6507,2024-03-13 06:51:04,job_board,applied,0.909
3989,651,5595,2024-08-03 05:52:53,job_board,offer,0.931
3990,237,1862,2024-04-08 19:49:50,job_board,applied,0.692
3991,799,1290,2024-10-11 19:52:09,job_board,offer,0.573
3992,730,1323,2024-10-04 13:52:32,job_board,interview,0.862
3993,1742,6981,2025-10-02 09:51:30,job_board,applied,0.412
3994,1407,2120,2025-05-13 20:20:09,job_board,screened,0.736
3995,208,1747,2024-03-17 18:30:40,referral,applied,0.443
3996,892,3760,2024-12-07 13:50:05,job_board,applied,0.892
3997,1419,5816,2025-06-19 04:46:03,referral,applied,0.833
3998,1482,3983,2025-07-13 23:01:57,outbound,applied,0.917
3999,1620,5231,2025-09-05 21:39:56,outbound,offer,0.959
4000,450,3300,2024-06-14 00:53:54,referral,offer,0.852
4001,1771,3828,2025-09-26 02:56:39,job_board,interview,0.518
4002,1808,5265,2025-09-27 13:01:27,referral,screened,0.74
4003,439,5810,2024-06-24 11:26:56,job_board,applied,0.94
4004,1321,6638,2025-05-08 22:12:00,job_board,screened,0.47
4005,1359,7619,2025-06-02 15:14:24,referral,interview,0.471
4006,1759,2959,2025-10-16 06:48:13,linkedin,interview,0.821
4007,172,1082,2024-02-27 18:22:29,referral,offer,0.746
4008,465,836,2024-05-31 10:39:28,job_board,interview,0.635
4009,1722,6088,2025-09-30 03:17:23,job_board,offer,0.407
4010,72,3878,2024-02-24 10:28:41,job_board,offer,0.83
4011,964,3692,2025-01-02 16:09:36,recruiter,applied,0.563
4012,588,6603,2024-07-22 13:38:18,job_board,applied,0.923
4013,1249,6066,2025-04-18 18:52:16,linkedin,screened,0.725
4014,947,8229,2025-01-07 23:49:07,recruiter,screened,0.825
4015,1703,7876,2025-09-22 03:33:16,job_board,applied,0.464
4016,155,6748,2024-02-29 16:03:34,job_board,applied,0.776
4017,1013,5876,2025-02-14 12:07:58,job_board,applied,0.96
4018,1038,8073,2025-02-21 09:03:49,referral,screened,0.491
4019,1018,1439,2025-01-12 12:20:20,job_board,applied,0.817
4020,155,8598,2024-02-20 16:03:34,job_board,interview,0.607
4021,930,3746,2024-12-25 06:41:18,job_board,applied,0.413
4022,1762,2235,2025-09-19 10:22:31,job_board,applied,0.914
4023,1202,4946,2025-02-23 17:59:05,job_board,screened,0.624
4024,219,8046,2024-03-19 17:45:36,referral,interview,0.568
4025,1435,1142,2025-07-01 16:06:04,job_board,interview,0.849
4026,1858,1562,2025-11-25 00:15:05,linkedin,applied,0.358
4027,1611,5793,2025-08-01 15:54:32,job_board,applied,0.722
4028,188,6020,2024-02-26 05:30:10,outbound,applied,0.383
4029,60,6420,2024-01-31 02:56:23,job_board,applied,0.943
4030,353,8083,2024-05-24 17:11:22,referral,screened,0.917
4031,697,6863,2024-09-21 02:29:56,job_board,screened,0.758
4032,1851,7307,2025-11-22 14:16:45,referral,applied,0.682
4033,866,1080,2024-11-08 09:42:14,job_board,screened,0.841
4034,1941,3212,2025-12-01 23:55:54,referral,screened,0.794
4035,198,6347,2024-03-19 10:16:36,job_board,screened,0.62
4036,1524,7379,2025-08-08 09:01:05,linkedin,screened,0.452
4037,1504,3296,2025-07-06 07:05:07,referral,applied,0.881
4038,1919,5234,2025-11-27 20:37:40,outbound,offer,0.785
4039,1046,1902,2025-02-05 19:50:25,job_board,offer,0.548
4040,1212,7791,2025-03-07 21:05:33,outbound,offer,0.623
4041,4,4720,2024-02-08 20:39:45,recruiter,applied,0.809
4042,1764,859,2025-10-02 13:41:14,recruiter,screened,0.75
4043,1263,5155,2025-04-28 02:30:27,linkedin,applied,0.929
4044,1402,2384,2025-06-03 06:23:38,job_board,applied,0.369
4045,679,4111,2024-08-28 23:35:11,job_board,interview,0.746
4046,156,3124,2024-02-27 07:03:02,job_board,applied,0.592
4047,1454,7568,2025-06-30 17:14:15,linkedin,interview,0.532
4048,1466,7621,2025-06-14 05:05:55,job_board,applied,0.917
4049,360,1403,2024-05-06 22:08:54,job_board,applied,0.62
4050,1650,2916,2025-09-12 11:16:51,job_board,screened,0.617
4051,3,3665,2024-02-12 18:21:00,job_board,applied,0.525
4052,1306,7693,2025-04-03 13:22:23,referral,interview,0.819
4053,174,2404,2024-03-15 06:51:04,outbound,applied,0.628
4054,1504,6310,2025-07-27 07:05:07,job_board,applied,0.598
4055,881,440,2024-11-15 03:12:48,job_board,interview,0.786
4056,655,8633,2024-08-10 04:50:01,linkedin,applied,0.74
4057,1497,3052,2025-07-09 21:16:06,job_board,interview,0.976
4058,1607,2419,2025-08-30 19:19:23,referral,interview,0.546
4059,1208,6463,2025-03-05 14:43:04,referral,screened,0.938
4060,1467,5504,2025-06-17 13:30:06,job_board,interview,0.667
4061,30,4710,2024-02-21 07:30:16,linkedin,interview,0.367
4062,1644,8376,2025-09-02 05:50:45,job_board,screened,0.802
4063,1184,3769,2025-03-01 16:21:51,linkedin,applied,0.593
4064,315,4857,2024-04-27 10:20:44,job_board,applied,0.903
4065,965,4273,2024-12-19 06:47:36,linkedin,applied,0.609
4066,1255,1559,2025-04-16 21:21:06,job_board,applied,0.425
4067,1594,2813,2025-08-07 17:53:04,job_board,applied,0.776
4068,1037,5429,2025-02-18 00:53:34,referral,applied,0.566
4069,514,1100,2024-07-16 15:24:48,recruiter,screened,0.741
4070,509,6577,2024-06-17 10:45:34,job_board,applied,0.534
4071,1438,5314,2025-06-23 10:55:37,linkedin,screened,0.562
4072,1725,5847,2025-09-23 14:25:43,referral,applied,0.679
4073,1264,7339,2025-03-31 12:20:44,linkedin,applied,0.674
4074,1599,4353,2025-08-12 03:23:32,linkedin,applied,0.977
4075,1246,7102,2025-03-22 15:10:05,job_board,offer,0.69
4076,983,6740,2025-01-19 03:14:09,job_board,screened,0.731
4077,812,2101,2024-10-08 15:42:06,referral,applied,0.889
4078,979,2440,2025-01-03 12:12:18,linkedin,applied,0.355
4079,26,3909,2024-02-04 21:56:58,job_board,applied,0.943
4080,1158,858,2025-02-12 05:16:43,recruiter,interview,0.561
4081,376,4970,2024-06-01 12:18:08,job_board,applied,0.87
4082,1801,8213,2025-09-26 03:40:14,referral,screened,0.723
4083,1689,7223,2025-09-25 01:45:59,referral,applied,0.888
4084,989,6559,2025-01-20 08:05:30,referral,applied,0.591
4085,1234,1769,2025-03-26 10:46:54,job_board,applied,0.888
4086,76,7210,2024-02-07 23:17:41,job_board,applied,0.937
4087,1157,1191,2025-02-27 01:58:48,job_board,applied,0.538
4088,1701,3704,2025-09-20 21:12:38,referral,applied,0.741
4089,1052,8385,2025-01-31 21:43:34,job_board,applied,0.481
4090,1722,6847,2025-09-17 03:17:23,linkedin,applied,0.766
4091,154,1312,2024-03-13 07:31:51,job_board,applied,0.935
4092,1950,4700,2025-12-31 14:54:53,job_board,interview,0.758
4093,696,8902,2024-09-11 12:15:03,linkedin,screened,0.813
4094,55,4020,2024-02-08 00:57:14,outbound,interview,0.903
4095,1239,5391,2025-03-07 17:52:24,job_board,applied,0.778
4096,1229,3445,2025-03-05 10:04:17,linkedin,screened,0.509
4097,252,4491,2024-03-08 21:53:43,job_board,screened,0.767
4098,694,4668,2024-08-24 21:52:53,referral,applied,0.934
4099,1842,1701,2025-10-31 07:02:40,referral,applied,0.806
4100,379,8484,2024-04-30 05:57:28,job_board,offer,0.519
4101,146,7745,2024-02-27 13:26:50,outbound,applied,0.917
4102,1644,902,2025-09-12 05:50:45,outbound,offer,0.933
4103,1360,1550,2025-06-06 21:03:05,referral,applied,0.499
4104,998,5805,2025-01-23 22:42:07,outbound,applied,0.581
4105,603,3612,2024-07-20 20:44:48,job_board,interview,0.421
4106,1743,6115,2025-10-06 15:22:46,job_board,applied,0.934
4107,1728,433,2025-10-01 11:40:39,job_board,applied,0.714
4108,2,6764,2024-02-05 13:30:59,job_board,applied,0.555
4109,1654,203,2025-09-15 12:50:12,job_board,interview,0.522
4110,946,1773,2024-12-01 23:05:41,job_board,interview,0.706
4111,667,6567,2024-08-21 11:35:43,recruiter,applied,0.96
4112,697,3129,2024-09-10 02:29:56,job_board,applied,0.643
4113,925,1870,2024-11-26 20:02:45,linkedin,applied,0.968
4114,1148,7947,2025-02-25 17:49:08,job_board,screened,0.817
4115,1919,5408,2025-11-28 20:37:40,referral,offer,0.794
4116,51,2593,2024-01-22 13:41:10,job_board,applied,0.447
4117,1216,6511,2025-03-28 08:14:26,linkedin,applied,0.473
4118,132,1202,2024-03-01 20:17:58,job_board,screened,0.815
4119,13,4427,2024-01-07 08:34:34,job_board,applied,0.454
4120,607,1702,2024-08-15 13:13:47,recruiter,applied,0.697
4121,1555,5908,2025-08-17 12:26:07,job_board,applied,0.673
4122,692,2451,2024-08-12 19:56:28,job_board,interview,0.806
4123,723,2171,2024-09-27 11:50:42,job_board,screened,0.697
4124,1806,2304,2025-10-27 15:18:20,job_board,applied,0.487
4125,552,7361,2024-08-01 10:01:09,job_board,screened,0.842
4126,1536,7797,2025-08-16 16:57:47,job_board,applied,0.844
4127,1665,1857,2025-09-11 11:38:26,job_board,screened,0.375
4128,1296,1414,2025-04-15 02:20:46,job_board,applied,0.691
4129,1936,5316,2025-12-02 05:57:29,referral,interview,0.402
4130,1968,5780,2026-01-21 19:00:16,outbound,applied,0.423
4131,125,7523,2024-03-03 07:58:28,outbound,interview,0.386
4132,341,7397,2024-04-27 20:17:44,job_board,applied,0.829
4133,781,7139,2024-10-12 00:36:01,referral,applied,0.707
4134,1333,388,2025-05-08 21:08:32,linkedin,applied,0.669
4135,560,462,2024-07-02 09:06:49,recruiter,interview,0.484
4136,1275,1680,2025-04-02 04:36:01,linkedin,applied,0.364
4137,1796,3305,2025-10-05 06:41:04,job_board,offer,0.49
4138,13,6648,2024-01-31 08:34:34,recruiter,applied,0.551
4139,1736,7674,2025-09-17 13:21:28,job_board,applied,0.895
4140,973,6472,2025-01-02 22:26:59,job_board,applied,0.443
